id,user,avaliation,former_employeer
67,Consultor de Negócios Il,"Prós: Uma boa empresa, boas remunerações, ótimo clima organizacional e infraestrutura agradável, plano de carreira e participação de projetos sociais e voluntários. Uma empresa nota 10. Contras: Tenho pouco a falar sobre pontos negativos mas como toda empresa os pontos negativos são: falta de automação em alguns processos e falta de gestão qualificada.   ",False
68,Analista de Processos Pleno,"Prós: Ótimo ambiente de trabalho Ambiente saudável e equilibrado, com baixa pressão e grande liberdade para desenvolver seu trabalho. Oportunidade de se trabalhar com novas tecnologias e soluções de grande escala, sendo permitido que sejam propostas soluções inovadoras. O escritório é bem localizado. Contras: Como a empresa está crescendo muito e muito rápido acredito que algumas contratações não estejam sendo feitas de uma forma muito legal, agora tem muitos funcionários um pouco desqualificados   ",False
69,"Estagiário - Ex-funcionário, saiu em 2018","Prós: A melhor empresa que já trabalhei. Organização, Processos estruturados. Tive um grande crescimento profissional através da Tim. Tenho muito orgulho de ter feito parte deste time. Contras: Não tenho nada a reclamar, apenas agradecer pela ótima experiência em trabalhar em uma empresa desse porte, e vivenciar a família Tim. Amei!   ",True
70,Analista Sênior,"Prós: Empresa com oportunidade de crescimento e aprendizado, além do fácil acesso às camadas gerenciais e executivas da empresa, eliminando barreiras desnecessárias para foco nas entregas das soluções. Contras: Busca acelerar a adequação estrutura de produtos e inovação para entrega de soluções diferenciadas com foco na melhor experiencia para o cliente.   ",False
71,"Assistente Administrativo - Ex-funcionário, saiu em 2017","Prós: Facilidade de crescimento. Boa remuneração. Tecnologia. Pessoas com vontade de trabalhar. Boa localização. Pessoas engajadas. Ambiente descontraído. Contras: Vale refeição é baixíssimo. Menos de 5 reais por dia. Desconto de passagem de 6% em cima do salário bruto. Não há janelas no escritório de tecnologia. Conselhos para presidência: Continuem cuidando das pessoas. Elas fazem o negócio e precisam de motivação para trabalhar nos fds e madrugadas durante períodos de muitas vendas.""",True
72,"Assessor Comercial II - Ex-funcionário, saiu em 2018","Prós: Ambiente moderno e novo, benefícios, tecnologia, flexibilidade de horário, boa comunicação via intranet, ótima estrutura das salas de reunião. Contras: Falta de investimento no colaborator quanto a treinamentos, cobrança excessiva ocasionando muito stress, acumulo de funções devido aos cortes ocorridos.   ",True
73,Analista SAP SD Sênior,"Prós: Benefícios como Ticket Refeição, Plano de saúde, Plano de academia, Oportunidade de trabalhar em outros projetos dentro da própria empresa. Plano de carreira bem definido. Contras: Carga excessiva de trabalho, muitas cobranças, líderes com pouco conhecimento do negócio/tecnologia. Liderança só pensa em números, não se importa com a qualidade do produto.   ",False
74,Analista de Suporte Júnior,"Prós: Ambiente de muito aprendizado e pessoas competentes e qualificadas. RH próximo com modelo de Business Partner ativo e parceiro do Contras: Pode melhorar em remuneração, o valor médio de remuneração é abaixo do mercado, o que impacta na permanência de longo prazo de alguns níveis de cargo na empresa.   ",False
75,Arquiteto de Soluções II,"Prós: Bons benefícios que precisam ser atualizados, mas ainda acima da média de muitas empresas. Status, ser um IBMer ainda é pra poucos. Salário na média do mercado. Contras: MUITA burocracia no papel, na hora do grito tudo some e você fica exposto. Gerentes demais, diretores demais, account teams demais e braço de menos. Não adianta ficar propagando que é a empresa dos métodos e do AI e do Agile e no dia a dia passar longe disso. Conselhos para presidência: Ouçam quem gera receita. Priorizem o cliente, está insuportável trabalhar 90% pra IBM e o resto pro cliente.   ",False
76,"Analista de Desenvolvimento Júnior - Ex-funcionário, saiu em 2018","Prós: Ambiente amistoso e descontraído. Ótima oportunidade para aprendizado na área de tecnologia. Espírito de equipe sempre prevalece, o que facilita a integração entre os funcionários. Contras: Certa limitação para crescimento profissional. O reconhecimento muitas vezes não é feito por meritocracia, o que acaba desistindo os colaboradores.   ",True
77,Desenvolvedor,"Prós: O ponto mais positivo são as pessoas das equipes, que se ajudam muito. Principalmente quando se é alocado no cliente, a muita ajuda para todos crescerem juntos Contras: O RH não sabe que você existe, você pode abrir chamado e mandar email que eles simplesmente não conseguem ajudar, isso aconteceu com muitos colegas de trabalho. As gerências não se importam com os clientes nem com os funcionários, só querem saber do SLA sendo cumprido, não sei como é trabalhar interno (em uberlandia)   ",False
78,Analista de Help Desk,"Prós: Salário em dia, Plano de saúde estendido a filhos e esposa, plano dental. Contras: Empresa bagunçada! Os sistemas internos para divulgação de vagas é inutilizado, no Rio de Janeiro, as vagas são postadas no linkedin. As estruturas mudam, porém não se replica nos sistemas. A empresa ""promove"" os funcionários nas funções exercidas porém a remuneração permanece na faixa da função anterior. Os gerentes assumem e deixam de assumir papeis e os clientes não são formalmente informados.   ",False
79,Funcionário,"Prós: Benefícios como vale refeição e convênio médico e dental são os únicos pontos que motivam e proporciona um diferencial a empresa mas é só isso mesmo Contras: Remuneração injusta, falta de suporte, falta de treinamento, falta de reconhecimento e perspectiva de crescimento, nosso trabalho se resume sem dar voltas no mesmo lugar. Não vamos pra frente nem para trás Conselhos para presidência: Reconheçam e remunerem melhor seus funcionários, proporcionem treinamentos e planos de carreira, proporcionem melhores ferramentas para soluçao de problemas   ",False
80,Consultor Comercial,"Prós: Excelente ambiente de trabalho, como estágio, o objetivo dos gerentes é que você ajude o seu time, mas também aprenda muito no processo, dando prioridade a isso. Horas flexíveis, um bom refeitório. Contras: Localização ruim, o deslocamento até Eldorado do Sul é complicado, para poder organizar com os horários da faculdade(se não for noturna), é bem difícil, pois a empresa fornece poucos horários de circular para ida/volta, e se precisa ir ou sair da empresa em horários diferentes, tem que estar de carro.   ",False
81,Desenvolvedor Sênior,"Prós: cada minuto que você faz a mais vale como banco de horas, flexibilidade de horários, copa para levar almoço quando quiser, apesar do fluxo na cozinha. Contras: A empresa em si tem uma ideia boa, porém os funcionários escolhidos para realizar o crescimento da equipe são muito desmotivados, (multiplicadores), estão desmotivados acredito que acomodados e infelizmente os gestores maiores não identificam porque a equipe com medo acabam aceitando com medo de perder o emprego e acaba que o atendimento ao cliente final se torna de péssima qualidade fazendo assim que os analistas trabalham infelizes, esse foi o motivo que sai, muita rotatividade por falta de treinamento sendo que o trabalho em si é muito puxado. Conselhos para presidência: Fazer uma auditoria minuciosa para ver o quanto os analista sofrem com a baixa qualidade dos multiplicadores e assim conseguir mudar para se tornar uma empresa boa para trabalhar como é vendida nas entrevistas de emprego.   ",False
82,"Inside Sales Representative - Ex-funcionário, saiu em 2015","Prós: A companhia possui muitas linhas de produto e uma grande marca que nos dá muita abertura e receptividade por parte das áreas de Tecnologia das empresas Contras: A rotatividade da liderança é muito alta, o que, associado a uma cultura de execução fraca, gera grande perda de tração a cada troca. O líderes também vêm , em grande parte, de fora da companhia. Conselhos para presidência: Formar mais líderes dentro de casa   ",True
83,Funcionário,"Prós: Bom Relacionamento com Gestor e equipe de trabalho, empresa é comprometida em realizar os pagamentos na data combinada, assim como os benefícios. Contras: Não existe plano de cargo carreira, com isso nos acomodamos com o cargo que temos, sem buscar, novos desafios e crescimento profissional, algo que não é legal. Conselhos para presidência: Implantar plano de cargo e carreira   ",False
84,Funcionário,"Prós: Na Ericsson temos flexibilidade de Horarios, e fazemos home office duas vezes por semana. Isso aumenta a qualidade de vida dos funcionarios. Contras: O plano de carreira não é muito bem definido dentro das areas da empresa, isso complica o crescimento profissional de cada funcionario. Precisa melhorar a meritocracia.   ",False
85,"Consultor de Negócios I - Ex-funcionário, saiu em 2014","Prós: Ferramentas de trabalho, treinamento doa produtos e serviços comercializados, acompanhamento dos resultados diariamente e todos os benefícios oferecidos. Contras: Gestão irregular, sem respeito com os colaboradores, obrigavam a dobrar o horário mesmo se já estivesse de meta atingida, não costumavam resolver os problemas Pertinentes a loja.   ",True
